,index,budget,original_language,popularity,runtime,collection_name,has_collection,num_genres,all_genres,genre_Drama,genre_Comedy,genre_Thriller,genre_Action,genre_Romance,genre_Crime,genre_Adventure,genre_Horror,genre_Science Fiction,genre_Family,genre_Fantasy,genre_Mystery,genre_Animation,genre_History,genre_Music,num_companies,production_company_Warner Bros.,production_company_Universal Pictures,production_company_Paramount Pictures,production_company_Twentieth Century Fox Film Corporation,production_company_Columbia Pictures,production_company_Metro-Goldwyn-Mayer (MGM),production_company_New Line Cinema,production_company_Touchstone Pictures,production_company_Walt Disney Pictures,production_company_Columbia Pictures Corporation,production_company_TriStar Pictures,production_company_Relativity Media,production_company_Canal+,production_company_United Artists,production_company_Miramax Films,production_company_Village Roadshow Pictures,production_company_Regency Enterprises,production_company_BBC Films,production_company_Dune Entertainment,production_company_Working Title Films,production_company_Fox Searchlight Pictures,production_company_StudioCanal,production_company_Lionsgate,production_company_DreamWorks SKG,production_company_Fox 2000 Pictures,production_company_Summit Entertainment,production_company_Hollywood Pictures,production_company_Orion Pictures,production_company_Amblin Entertainment,production_company_Dimension Films,num_countries,production_country_United States of America,production_country_United Kingdom,production_country_France,production_country_Germany,production_country_Canada,production_country_India,production_country_Italy,production_country_Japan,production_country_Australia,production_country_Russia,production_country_Spain,production_country_China,production_country_Hong Kong,production_country_Ireland,production_country_Belgium,production_country_South Korea,production_country_Mexico,production_country_Sweden,production_country_New Zealand,production_country_Netherlands,production_country_Czech Republic,production_country_Denmark,production_country_Brazil,production_country_Luxembourg,production_country_South Africa,num_languages,language_English,language_Français,language_Español,language_Deutsch,language_Pусский,language_Italiano,language_日本語,language_普通话,language_हिन्दी,language_Português,language_العربية,language_한국어/조선말,language_广州话 / 廣州話,language_தமிழ்,language_Polski,language_Magyar,language_Latin,language_svenska,language_ภาษาไทย,language_Český,language_עִבְרִית,language_ελληνικά,language_Türkçe,language_Dansk,language_Nederlands,language_فارسی,language_Tiếng Việt,language_اردو,language_Română,num_Keywords,keyword_woman director,keyword_independent film,keyword_duringcreditsstinger,keyword_murder,keyword_based on novel,keyword_violence,keyword_sport,keyword_biography,keyword_aftercreditsstinger,keyword_dystopia,keyword_revenge,keyword_friendship,keyword_sex,keyword_suspense,keyword_sequel,keyword_love,keyword_police,keyword_teenager,keyword_nudity,keyword_female nudity,keyword_drug,keyword_prison,keyword_musical,keyword_high school,keyword_los angeles,keyword_new york,keyword_family,keyword_father son relationship,keyword_kidnapping,keyword_investigation,num_cast,cast_name_Samuel L. Jackson,cast_name_Robert De Niro,cast_name_Morgan Freeman,cast_name_J.K. Simmons,cast_name_Bruce Willis,cast_name_Liam Neeson,cast_name_Susan Sarandon,cast_name_Bruce McGill,cast_name_John Turturro,cast_name_Forest Whitaker,cast_name_Willem Dafoe,cast_name_Bill Murray,cast_name_Owen Wilson,cast_name_Nicolas Cage,cast_name_Sylvester Stallone,genders_0_cast,genders_1_cast,genders_2_cast,cast_character_Himself,cast_character_Herself,cast_character_Dancer,cast_character_Additional Voices (voice),cast_character_Doctor,cast_character_Reporter,cast_character_Waitress,cast_character_Nurse,cast_character_Bartender,cast_character_Jack,cast_character_Debutante,cast_character_Security Guard,cast_character_Paul,cast_character_Frank,num_crew,crew_name_Avy Kaufman,crew_name_Robert Rodriguez,crew_name_Deborah Aquila,crew_name_James Newton Howard,crew_name_Mary Vernieu,crew_name_Steven Spielberg,crew_name_Luc Besson,crew_name_Jerry Goldsmith,crew_name_Francine Maisler,crew_name_Tricia Wood,crew_name_James Horner,crew_name_Kerry Barden,crew_name_Bob Weinstein,crew_name_Harvey Weinstein,crew_name_Janet Hirshenson,genders_0_crew,genders_1_crew,genders_2_crew,jobs_Producer,jobs_Executive Producer,jobs_Director,jobs_Screenplay,jobs_Editor,jobs_Casting,jobs_Director of Photography,jobs_Original Music Composer,jobs_Art Direction,jobs_Production Design,jobs_Costume Design,jobs_Writer,jobs_Set Decoration,jobs_Makeup Artist,jobs_Sound Re-Recording Mixer,departments_Production,departments_Sound,departments_Art,departments_Crew,departments_Writing,departments_Costume & Make-Up,departments_Camera,departments_Directing,departments_Editing,departments_Visual Effects,departments_Lighting,departments_Actors,log_budget,has_homepage,release_date_year,release_date_weekday,release_date_month,release_date_weekofyear,release_date_day,release_date_quarter,len_title,words_title,len_tagline,words_tagline,len_overview,words_overview,len_original_title,words_original_title,title_oof,tagline_oof,overview_oof,original_title_oof,budget_to_popularity,budget_to_runtime,_budget_year_ratio,_releaseYear_popularity_ratio,_releaseYear_popularity_ratio2,runtime_to_mean_year,popularity_to_mean_year,budget_to_mean_year,budget_to_year,budget_to_mean_year_to_year,popularity_to_mean_year_to_log_budget,year_to_log_budget,budget_to_runtime_to_year,genders_1_cast_to_log_budget,all_genres_to_popularity_to_mean_year,genders_2_crew_to_budget_to_mean_year,overview_oof_to_genders_2_crew,popularity2,rating,totalVotes,imdb_id,title
2244,2244,15000000,10,9.020372,124.0,1,0,4,623,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,12,4,0,1,0,1,3,1,0,2,1,1,0,1,2,1,11,6,5,2,1,4,3,2,4,0,1,0,16.52356082573315,0,2005,2,10,43,26,4,11,18,28,38,338,531,11,18,15.906796102537603,15.112008225168605,15.41917481910395,15.806374221426175,1662902.5942610793,120967.74193548386,3.731320078855231,222.27464676623092,0.004498938653366584,1.1050499594923036,1.117284736268369,0.43344922041419826,7481.296758104738,0.00021618414983251783,0.06761767321534917,121.3418839405058,60.3330383718124,0.6051964286309516,557.6018178506262,27.68490387070707,1.2849312349253292,10.537,7.3,1931.0,tt0416320,Match Point
2245,2245,25000000,10,13.083718,108.0,1,0,1,480,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,4,21,3,2,1,0,1,1,1,1,1,1,1,0,1,1,1,17,17,13,17,4,9,9,4,4,3,5,0,17.034386422832473,0,2004,4,4,15,9,2,18,31,53,84,346,512,18,31,16.25635495682025,16.351947481503245,15.732538126464625,16.380294402641958,1910771.8463513202,231481.4814814815,6.225074800498803,153.1674712035218,0.006528801397205589,1.027510316368638,1.5608046963208815,0.7737078631240318,12475.049900199601,0.000386081768025964,0.09162670480627452,117.64439001535668,115.50972129814446,0.41093349805763313,307.5336722983041,27.142027373493974,0.7491684822126012,13.481,6.4,1395.0,tt0265208,The Girl Next Door
2246,2246,0,10,8.067119,90.0,1,0,2,506,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,7,1,1,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,3,1,1,0,1,0,1,1,0,0,0,1,0,0,0,5,1,0,0,1,0,1,1,1,0,0,0,0.0,1,2016,4,7,29,22,3,17,27,33,49,113,174,17,27,16.030553752335205,16.266429416950476,15.842445492489174,15.954670096819134,0.0,0.0,0.0,249.90334219688592,0.004001547123015873,0.8288513961541295,0.7275584585833573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695.4767607062696,0.0,3.9606113731222936,4.854,6.4,225.0,tt4972062,Don't Think Twice
2247,2247,20000000,10,7.120403,105.0,345,1,3,190,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,12,0,0,0,0,0,1,0,1,0,1,0,0,0,1,18,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,2,7,3,4,2,2,2,2,1,1,0,0,1,0,0,0,0,9,1,0,0,2,1,1,2,2,0,0,0,16.811242881518265,1,2010,2,9,35,1,3,7,11,43,68,165,250,7,11,15.907499382244687,16.324313441219388,15.997527051053194,15.809701864970652,2808829.781123344,190476.19047619047,4.950372515531794,282.28739300289607,0.0035424890547263678,0.9630222739845683,1.019997036091301,0.8431225575084537,9950.248756218905,0.0004194639589594297,0.06067350542015265,119.56284339986122,94.76427386875147,0.3569040101488395,186.27505108063164,8.302470308333334,2.2853610072933135,9.237,6.3,1741.0,tt0985694,Machete
2248,2248,33000000,10,7.781292999999999,100.0,441,1,3,277,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,4,27,4,4,1,1,1,2,1,2,1,1,1,0,1,1,1,22,14,14,21,2,7,7,5,4,4,3,0,17.312018149733785,1,2002,4,3,11,15,1,13,20,53,81,376,560,13,20,16.17406808516308,15.474106424108244,17.345297753147133,16.09761993611175,4240940.4195421,330000.0,8.2335247170412,257.2837187855541,0.00388675974025974,0.9263343625937362,0.9951298731130215,1.187431648224793,16483.516483516483,0.0005931227014109856,0.057482025752631505,115.64220778215773,164.83516483516485,0.28881670275264165,278.35562722428676,22.738150899350646,0.6424184353017457,12.415,6.5,3198.0,tt0120804,Resident Evil
2249,2249,15000000,10,8.735448,126.0,1,0,1,658,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,6,20,0,0,0,0,0,0,0,0,0,1,0,1,1,1,24,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,8,5,11,4,3,1,0,1,1,1,2,1,1,1,1,1,0,0,11,2,3,0,2,1,1,2,2,0,0,0,16.52356082573315,0,2007,3,12,52,27,4,18,28,62,102,228,343,18,28,16.282300559369595,16.72901851864385,16.17497375388794,16.27959353371564,1717141.4677301038,119047.61904761905,3.7238871721769025,229.7535283822879,0.004352490284005979,1.199121522693997,1.1595592962864414,0.5619460514443428,7473.841554559043,0.0002799930500470069,0.07017611448983738,121.462923226232,59.316202813960665,0.363117857178571,567.4569658552906,19.57483280063492,1.4704521594443583,12.017000000000001,7.2,249.0,tt0427309,The Great Debaters
2250,2250,0,10,4.0609660000000005,97.0,1,0,3,736,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,6,2,3,1,2,1,1,1,1,0,1,1,0,1,0,0,6,1,2,0,2,1,1,1,1,0,0,0,0.0,0,2015,3,5,20,14,2,17,30,0,4,201,301,17,30,15.68627634914596,15.289697072885946,16.81112061324055,15.977037476740644,0.0,0.0,0.0,496.1873603472671,0.002015367741935484,0.8665549972082636,0.39706478358204245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1853.601806134303,0.0,2.801853435540092,9.019,6.5,155.0,tt1837562,A Royal Night Out
2251,2251,130,16,2.402032,130.0,1,0,4,169,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,4.875197323201151,0,2011,2,8,35,31,3,9,13,0,4,895,1391,9,13,15.980061708820188,15.335128819343156,15.250316754340604,15.878640570326315,54.120844351782154,1.0,3.214542789397251e-05,837.2078307033378,0.0011944465440079564,1.2409545804464972,0.3274307268974241,4.767042131335121e-06,0.06464445549477872,2.3704834069294484e-09,0.06716255880334841,412.496124091145,0.0004972650422675286,0.4102398051627499,516.1397086991884,419547.37233250623,7.625158377170302,4.316,5.3,59.0,tt1729637,Bodyguard
2252,2252,19000000,10,13.088552,90.0,541,1,3,716,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,10,0,0,0,0,1,0,0,1,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,18,9,2,1,0,2,1,1,1,1,1,1,0,1,0,0,12,1,3,0,5,1,1,1,2,0,0,0,16.759949589762293,0,2005,4,4,15,15,2,21,31,61,95,108,169,21,31,16.303247484823835,16.659784574921872,15.736380484703187,16.568612241106397,1451650.2665841111,211111.11111111112,4.72633876654996,153.18730444742857,0.006527956109725686,0.8020523899540912,1.6211791896669931,0.5490356791913178,9476.309226932668,0.00027383325645452257,0.09672935953562056,119.63043141995733,105.29232474369633,0.3579963035011192,441.65383109011765,32.78475458373206,0.8742433602612881,9.135,6.1,1070.0,tt0384806,The Amityville Horror
2253,2253,0,31,3.5272120000000005,106.0,1,0,1,658,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,5,1,1,1,1,0,1,1,0,1,0,0,0,0,0,6,1,1,0,1,0,1,1,1,0,0,0,0.0,1,2007,4,8,35,31,3,11,21,0,4,216,322,17,27,15.891339635441017,15.234259975359302,15.57900116009549,15.795100610709039,0.0,0.0,0.0,569.0046416263042,0.001757454907822621,1.0087847730600292,0.468208552620666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1405.356643566269,0.0,3.8947502900238726,4.942,7.1,120.0,tt0870090,City of Men
2254,2254,11000000,14,7.250134,106.0,1,0,1,480,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,7,3,1,2,3,1,1,1,1,0,1,1,0,0,0,0,6,5,1,1,3,1,1,2,1,0,0,0,16.213405921671733,1,2008,2,1,2,9,1,21,34,0,4,483,730,25,38,15.733057000530515,15.238181306956983,15.871599186552878,15.374899628653285,1517213.3370224605,103773.58490566038,2.7281312995031826,276.960398249191,0.003610624501992032,0.9665071770334929,0.8232256588987633,0.3415358524457498,5478.0876494023905,0.0001700875759191981,0.050774381575088706,123.84812973293887,51.680072164173495,0.18503206633407202,583.0722048218231,20.495652066606663,2.267371312364697,7.4670000000000005,6.7,1264.0,tt1064932,Welcome to the Sticks
2255,2255,1,10,1.3370959999999998,95.0,1,0,2,589,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0.6931471805599453,0,1999,4,4,16,23,2,12,22,83,141,333,514,12,22,15.797765266202259,15.804326355089952,15.850301039309267,15.674953585657963,0.7478894559552942,0.010526315789473684,2.502501876250782e-07,1495.031022454633,0.0006688824412206103,0.859908090795154,0.1626574227113992,3.045087034326259e-08,0.0005002501250625312,1.5233051697480032e-11,0.2346650571095155,2883.947386737038,5.265790790131908e-06,2.8853900817779268,3621.1074181659355,65679567.692307696,7.9251505196546335,2.784,4.8,34.0,tt0120836,Lost & Found
2256,2256,0,14,1.4841090000000001,158.0,1,0,1,658,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0.0,0,1991,2,10,44,30,4,8,15,44,72,675,997,8,15,15.895858118424478,16.179347759720027,15.569839127001815,15.805667131224057,0.0,0.0,0.0,1341.5456681416256,0.0007454088397790056,1.5206232813932172,0.26012497943718427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2529.553299431959,0.0,3.892459781750454,2.925,6.5,35.0,tt0103190,Van Gogh
2257,2257,7000000,10,6.01272,114.0,1,0,2,600,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,8,3,0,1,1,1,3,1,1,1,1,1,0,2,1,0,6,2,5,0,2,3,1,2,1,0,0,0,15.76142084987672,1,2005,4,9,39,30,3,6,10,13,23,123,190,6,10,15.906796102537603,14.40120614683248,16.219109868548845,15.806374221426175,1164198.5657073671,61403.508771929824,1.7412827034657745,333.459732034753,0.002998862842892768,1.0159330272751823,0.7447498040497164,0.2022763028599592,3491.271820448878,0.00010088593658850834,0.04725143825187191,127.20934356725094,30.625191407446298,0.19033816992606126,805.6396883052372,39.54986267243867,2.0273887335686056,11.040999999999999,7.0,642.0,tt0379725,Capote
2258,2258,90000000,10,8.184814999999999,96.0,1,0,1,808,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,13,4,2,1,2,2,1,1,1,0,1,0,0,0,0,0,7,1,1,1,6,0,1,1,2,0,0,0,18.31532023940565,0,1995,4,6,26,30,2,11,18,34,59,179,270,11,18,15.90142214042024,16.58827363409725,15.29049541000879,15.807217730710233,10995972.419657623,937500.0,22.612923285657754,243.74405530241066,0.004102664160401002,0.8924876293297346,0.9754870913768734,4.073290015222585,45112.78195488722,0.0020417493810639523,0.05326071718244381,108.92520436021269,469.9248120300752,0.16379729978979352,828.3041437888533,3.191523302150538,1.1761919546160606,11.498,5.5,1063.0,tt0113492,Judge Dredd
2259,2259,0,10,5.923904,99.0,1,0,2,506,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,6,9,5,0,1,0,1,3,1,0,0,1,1,0,0,0,0,8,1,1,0,1,1,1,2,1,0,0,0,0.0,1,2008,4,8,33,15,3,19,32,42,64,211,320,19,32,15.621031711854911,15.609486906681262,15.302645484724186,15.458616879771677,0.0,0.0,0.0,338.9656550815138,0.002950151394422311,0.9026812313803376,0.672637191761286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,752.2628932769089,0.0,1.7002939427471317,6.132000000000001,5.9,88.0,tt1029120,Henry Poole Is Here
